Document,Topic,Name,Representation
 i feel bad for countries like india and vietnam scrambling to the oval office to win trumps favor while china does nothing and still gets a full tariff exemption on electronic goods,67,67_electronics_smartphones_exemption_exempt,"['electronics', 'smartphones', 'exemption', 'exempt', 'exemptions', 'tech', 'exempted', 'phones', 'temporary', 'relief']"
"breaking tech tariff break is temporary

us commerce secretary howard lutnick said sunday that the tariff exemptions issued friday on electronic goods  including smartphones tablets and laptops  are temporary and more levies are in the works ",67,67_electronics_smartphones_exemption_exempt,"['electronics', 'smartphones', 'exemption', 'exempt', 'exemptions', 'tech', 'exempted', 'phones', 'temporary', 'relief']"
" china tariff exemptions on electronics
trump just folded like a taco on tuesday pendejo",67,67_electronics_smartphones_exemption_exempt,"['electronics', 'smartphones', 'exemption', 'exempt', 'exemptions', 'tech', 'exempted', 'phones', 'temporary', 'relief']"
  is computers exempted from the trumps tariff,67,67_electronics_smartphones_exemption_exempt,"['electronics', 'smartphones', 'exemption', 'exempt', 'exemptions', 'tech', 'exempted', 'phones', 'temporary', 'relief']"
"breaking news update

trumps electronics tariff exemption is temporary commerce secretary says

howard lutnick said smartphones and electronics will be in future semiconductor sectoral tariffs  days after the trump said such products were exempt from china import levies ",67,67_electronics_smartphones_exemption_exempt,"['electronics', 'smartphones', 'exemption', 'exempt', 'exemptions', 'tech', 'exempted', 'phones', 'temporary', 'relief']"
"hong kong suspends postal service to the us after trumps tariff hikes
hongkong postal tariffs

",68,68_pause_chinese_st_goods,"['pause', 'chinese', 'st', 'goods', 'some', 'until', 'percent', 'day', 'taco', 'breaking']"
"breaking
 the us extends tariff pause on certain chinese goods until august  

this could ease shortterm trade tensions and boost market sentiment 

 shared with us by 
breakingnews markets crypto china usa",68,68_pause_chinese_st_goods,"['pause', 'chinese', 'st', 'goods', 'some', 'until', 'percent', 'day', 'taco', 'breaking']"
"us extends tariff pause on some chinese goods to august 

bitcoin shib amc nio lcid tothemoon  ",68,68_pause_chinese_st_goods,"['pause', 'chinese', 'st', 'goods', 'some', 'until', 'percent', 'day', 'taco', 'breaking']"
just in  us extends tariff pause on many chinese goods until august st,68,68_pause_chinese_st_goods,"['pause', 'chinese', 'st', 'goods', 'some', 'until', 'percent', 'day', 'taco', 'breaking']"
new the us announced its extending the tariff pause on certain chinese goods until august  ,68,68_pause_chinese_st_goods,"['pause', 'chinese', 'st', 'goods', 'some', 'until', 'percent', 'day', 'taco', 'breaking']"
 love watching this project grow despite the tough market conditions trumptariff the dev have surprised us all with their ingenuity new ai game agent is actually wild treeincat  ,69,69_ai_chips_chip_tech,"['ai', 'chips', 'chip', 'tech', 'act', 'investment', 'origin', 'compared', 'beyond', 'seems']"
acceleration in ai spend now we have ai narrative back along with being in a rate cutting cycle and this will by far trump the tariff and recession narrative expect my portfolio to have a lot more retail heavy meme stocks and ai plays,69,69_ai_chips_chip_tech,"['ai', 'chips', 'chip', 'tech', 'act', 'investment', 'origin', 'compared', 'beyond', 'seems']"
"  maybe actually read the article you cited its only for chips manufactured outside the us

in contrast chips made by intel texas instruments adi and on semiconductor  which operate their own usbased fabs  may be classified as us origin and be liable for tariff",69,69_ai_chips_chip_tech,"['ai', 'chips', 'chip', 'tech', 'act', 'investment', 'origin', 'compared', 'beyond', 'seems']"
"this is the way should have started  years ago

trump says chips from china will face national security probe further tariffs expected
",69,69_ai_chips_chip_tech,"['ai', 'chips', 'chip', 'tech', 'act', 'investment', 'origin', 'compared', 'beyond', 'seems']"
the fact that trump did all this tariff nonsense right before ai is going to wipe out so many jobs in the next couple years already starting makes it clear this country is going to go to absolute  and no one has a spine to keep us all from driving off the cliff with him,69,69_ai_chips_chip_tech,"['ai', 'chips', 'chip', 'tech', 'act', 'investment', 'origin', 'compared', 'beyond', 'seems']"
wow it keeps getting worse fk mexico tariff them to the high heavens they dont own us im praying for pres trump and america bc these traitors are testing our patience,70,70_mexico_mexican_water_should,"['mexico', 'mexican', 'water', 'should', 'her', 'flag', 'them', 'president', 'put', 'money']"
" they are marching under the flag of a sovereign nation whose government publicly threatened to mobilize if the us placed a  tariff on payments from mexican nationals in the us illegally 

how is this not an act of war

and im pretty much a pacifist",70,70_mexico_mexican_water_should,"['mexico', 'mexican', 'water', 'should', 'her', 'flag', 'them', 'president', 'put', 'money']"
trump should levy  tariff per mexican flag sold in united states,70,70_mexico_mexican_water_should,"['mexico', 'mexican', 'water', 'should', 'her', 'flag', 'them', 'president', 'put', 'money']"
 thats right they also said mexico will be the biggest loser this year from the black house madmans tariff war and theyre not wrong yet our president continues to talk about us being two countries with complementary economies,70,70_mexico_mexican_water_should,"['mexico', 'mexican', 'water', 'should', 'her', 'flag', 'them', 'president', 'put', 'money']"
wow it keeps getting worse fk mexico tariff them  they dont own us im praying for pres trump and america bc these traitors are testing our patience,70,70_mexico_mexican_water_should,"['mexico', 'mexican', 'water', 'should', 'her', 'flag', 'them', 'president', 'put', 'money']"
"jpmorgan chase ceo issues dire warning on us economy

while tariff policies have yet to impact economic data like inflation and unemploymentnumbers that could soon change for the worse and once it does we could be in for a downturn

",71,71_recession_chance_warns_economist,"['recession', 'chance', 'warns', 'economist', 'stagflation', 'regime', 'economy', 'fears', 'ceo', 'remains']"
"fears of the economy tanking are now higher than they were at the height of the covid pandemic
 ",71,71_recession_chance_warns_economist,"['recession', 'chance', 'warns', 'economist', 'stagflation', 'regime', 'economy', 'fears', 'ceo', 'remains']"
"apollo says  chance of voluntary recession heavily impacting small businesses

fears of a sharp economic downturn due to trumps everchanging tariff policies

the republicans lawmakers arent for us i thought they worked for us 

",71,71_recession_chance_warns_economist,"['recession', 'chance', 'warns', 'economist', 'stagflation', 'regime', 'economy', 'fears', 'ceo', 'remains']"
"todays pod  

some macroecon  state of play with tariffs whether we are still on recession watch the ambiguous objectives of trumps tariff policy furniture the benefits to a blokebloke marriage the aussie elections amp more 

",71,71_recession_chance_warns_economist,"['recession', 'chance', 'warns', 'economist', 'stagflation', 'regime', 'economy', 'fears', 'ceo', 'remains']"
 most economists like me see a small chance of a recession tariff negotiations are ongoing and will greatly benefit those who you have identified as the most vulnerable how can fair trade policies in the near term not benefit us businesses,71,71_recession_chance_warns_economist,"['recession', 'chance', 'warns', 'economist', 'stagflation', 'regime', 'economy', 'fears', 'ceo', 'remains']"
  none of these things are good deals they are all examples of trump caving and leaving the us worse off than before the tariff he imposed,72,72_deals_zero_deal_agreements,"['deals', 'zero', 'deal', 'agreements', 'countries', 'arent', 'really', 'where', 'there', 'today']"
"  we should not find a saint in the president but someone who can get the job done 

if president trump got us into protracted war could not finalize on the tariff negotiations and could not lead us back into manufacturing prowess had he done all those things you indicated",72,72_deals_zero_deal_agreements,"['deals', 'zero', 'deal', 'agreements', 'countries', 'arent', 'really', 'where', 'there', 'today']"
"can someone name
 one country that has called and negotiated a deal with trump over his stupid trumptariff
we all know he would be the first to brag about it
",72,72_deals_zero_deal_agreements,"['deals', 'zero', 'deal', 'agreements', 'countries', 'arent', 'really', 'where', 'there', 'today']"
" we have no idea what is in that agreement 
so how about we get some facts 
before we fall over in amazement that trump actually got a tariff deal done",72,72_deals_zero_deal_agreements,"['deals', 'zero', 'deal', 'agreements', 'countries', 'arent', 'really', 'where', 'there', 'today']"
    which is why its good that trump placed temporary tariffs to encourage other countries to reach a zeroforzero tariff deal with the usright,72,72_deals_zero_deal_agreements,"['deals', 'zero', 'deal', 'agreements', 'countries', 'arent', 'really', 'where', 'there', 'today']"
" trump told europe that
putin is not ready to end the war 
because putin believes hes winning
senate to pass  sanctions
that will impose a  tariff on imports from countries that buy russian products
may republicans against trump 
spy",73,73_ukraine_putin_russia_nato,"['ukraine', 'putin', 'russia', 'nato', 'stop', 'sanction', 'weapons', 'no', 'benefit', 'nothing']"
  now consider how ukraine and zelensky feel after the disgusting behaviour of trump and vance in the oval office alongside ukraine being hit with  tariffs whilst fighting a war against an invasion by putin who coincidentally suffered no tariff,73,73_ukraine_putin_russia_nato,"['ukraine', 'putin', 'russia', 'nato', 'stop', 'sanction', 'weapons', 'no', 'benefit', 'nothing']"
 i would like lindsay graham and rep blumenthol to stop going to ukraine on taxpayer dollars to act like theyre in charge of the us stop acting like theyre going to tariff such absurd amounts we voted for trump not them this is madness,73,73_ukraine_putin_russia_nato,"['ukraine', 'putin', 'russia', 'nato', 'stop', 'sanction', 'weapons', 'no', 'benefit', 'nothing']"
"trump  putin 

  helsinki  trump backs vlad v dni 
  ukraine invasion vlad is agenius 
  no trumptariff placed on russia 
  no sanctions placed on russia 

foxnews foxandfriends thefive cnn 
msnbc abcnews nbcnews cbsnews",73,73_ukraine_putin_russia_nato,"['ukraine', 'putin', 'russia', 'nato', 'stop', 'sanction', 'weapons', 'no', 'benefit', 'nothing']"
   ukraine israel india el slavador negotiating  tariff deals and aid eu and china wants us to lift tariffs etc,73,73_ukraine_putin_russia_nato,"['ukraine', 'putin', 'russia', 'nato', 'stop', 'sanction', 'weapons', 'no', 'benefit', 'nothing']"
